date,account_id,cloud_provider,environment,total_list_cost,total_net_cost,total_on_demand_cost,total_amortized_cost,total_projected_monthly_cost,total_budget_amount,avg_budget_utilization_pct,avg_cost_variance_7d_pct,avg_cost_variance_30d_pct,anomaly_count,row_count
2023-03-19,acct-001,GCP,prod,9.1953,7.1493,4.5481,6.6735,17.0484,116775.42,0.0002,-0.0159,0.2188,0,2
2023-03-19,acct-001,GCP,staging,2.2367,2.117,1.5875,1.997,5.0482,13697.99,0.0004,0.3295,0.282,0,1
2023-03-19,acct-002,AWS,prod,22.4328,20.7751,5.9945,17.1438,49.5407,98865.15,0.0006,0.1925,0.0487,0,2
2023-03-19,acct-002,AWS,staging,22.6462,18.4559,11.5104,16.9188,44.0101,49554.34,0.0009,-0.0087,-0.1772,0,3
2023-03-19,acct-002,Azure,prod,59.5638,46.7961,12.2388,39.614,111.5906,265792.57,0.0004,0.2255,0.0348,0,5
2023-03-19,acct-002,Azure,staging,24.5841,19.7126,9.2201,17.9448,47.0072,51678.66,0.0009,0.1927,-0.1019,0,3
2023-03-19,acct-002,GCP,prod,13.4176,12.4032,7.1985,11.1455,29.5769,55550.09,0.0005,-0.1446,0.3972,0,1
2023-03-19,acct-002,GCP,staging,7.6455,4.9147,2.8572,4.3738,11.7198,16533.49,0.0007,-0.0716,-0.1094,0,1
2023-03-19,acct-003,AWS,dev,2.7258,2.4153,1.5628,2.2055,5.7596,7434.07,0.0008,-0.1526,0.251,0,1
2023-03-19,acct-003,AWS,prod,21.5362,16.3999,5.5412,14.1708,39.1075,58925.77,0.0007,-0.1836,-0.0139,0,1
2023-03-19,acct-003,Azure,prod,54.9332,44.2997,20.1366,39.5487,105.6381,319240.28,0.0003,0.0609,0.0967,0,6
2023-03-19,acct-003,GCP,dev,0.925,0.5914,0.4768,0.5743,1.4102,7154.12,0.0002,-0.1545,0.4891,0,1
2023-03-19,acct-003,GCP,prod,39.625,30.6265,14.58,27.9647,73.0323,161063.25,0.0004,0.0165,0.2649,0,3
2023-03-19,acct-003,GCP,staging,14.979,11.6321,5.6942,10.4812,27.7382,44706.7,0.0006,0.0741,-0.1196,0,3
2023-03-19,acct-004,AWS,dev,1.8364,1.2247,0.8506,1.1248,2.9205,9449.19,0.0003,0.3205,0.1333,0,1
2023-03-19,acct-004,AWS,prod,37.2301,25.3288,2.1941,20.0699,60.3996,210027.5,0.0003,0.1328,-0.038,0,4
2023-03-19,acct-004,AWS,staging,10.6581,8.8316,5.1219,8.2303,21.0599,47313.6,0.0004,0.2491,0.2688,0,3
2023-03-19,acct-004,Azure,dev,1.6594,1.2426,0.9796,1.2124,2.963,7632.59,0.0004,0.3451,-0.0274,0,1
2023-03-19,acct-004,Azure,prod,3.2598,2.7135,0.8209,2.4459,6.4706,115152.85,0.0001,0.0319,0.2402,0,2
2023-03-19,acct-004,GCP,prod,4.8654,3.4282,1.1605,2.8904,8.1749,53237.22,0.0002,-0.0316,-0.3388,0,1
2023-03-19,acct-004,GCP,staging,16.0508,11.8113,7.6665,10.8375,28.1655,43957.05,0.0006,0.2116,0.0372,0,3
2023-03-19,acct-005,AWS,prod,18.607,12.0107,0.0,8.8103,28.641,102464.62,0.0003,0.0646,0.1031,0,2
2023-03-19,acct-005,AWS,staging,5.5233,4.0915,1.965,3.8243,9.7567,17997.96,0.0005,0.0023,0.2112,0,1
2023-03-19,acct-005,Azure,dev,0.7789,0.486,0.3147,0.4479,1.159,7543.8,0.0002,0.1046,-0.0706,0,1
2023-03-19,acct-005,Azure,prod,13.4779,10.9617,4.2148,9.7484,26.1394,141406.63,0.0002,-0.0663,0.2959,0,3
2023-03-19,acct-005,Azure,staging,6.7907,5.0594,3.217,4.6621,12.0649,26931.96,0.0004,0.1075,0.1897,0,2
2023-03-19,acct-005,GCP,prod,56.2767,41.1507,19.1632,35.1917,98.1285,205449.66,0.0005,-0.013,-0.0348,0,4
2023-03-19,acct-005,GCP,staging,4.3476,3.6098,1.359,3.1309,8.6078,29713.35,0.0003,0.0046,0.1444,0,2
2023-03-19,acct-006,AWS,dev,3.8411,3.6057,2.8033,3.3643,8.5982,6882.29,0.0012,-0.1499,-0.0327,0,1
2023-03-19,acct-006,AWS,prod,15.5994,12.1156,5.7008,11.1327,28.8911,105217.95,0.0003,0.0755,-0.0528,0,2
2023-03-19,acct-006,AWS,staging,4.9037,3.3414,1.1614,2.7736,7.968,28940.01,0.0003,0.2101,0.2475,0,2
2023-03-19,acct-006,Azure,prod,16.6284,13.8303,3.8834,11.155,32.98,107509.47,0.0003,0.0857,-0.218,0,2
2023-03-19,acct-006,Azure,staging,15.8514,13.1276,9.0862,12.313,31.3043,31880.73,0.001,-0.0382,0.0241,0,2
2023-03-19,acct-006,GCP,prod,22.0268,17.3936,0.2606,13.4621,41.4773,191916.89,0.0002,0.0761,-0.0036,0,4
2023-03-19,acct-006,GCP,staging,8.9182,6.2497,4.5408,5.9727,14.9032,34298.93,0.0004,0.0222,0.3725,0,2
2023-03-19,acct-007,AWS,prod,49.8117,39.0741,10.5143,33.702,93.1767,194801.4,0.0005,0.0475,0.0041,0,4
2023-03-19,acct-007,AWS,staging,5.1468,4.8413,4.6199,4.7961,11.5446,16850.06,0.0007,0.0764,-0.2831,0,1
2023-03-19,acct-007,Azure,dev,8.0634,6.6862,4.4791,6.2886,15.9441,14278.82,0.0011,0.1191,0.3337,0,2
2023-03-19,acct-007,Azure,prod,40.3528,30.0013,18.1879,27.3715,71.5417,231352.97,0.0003,0.178,0.1479,0,4
2023-03-19,acct-007,Azure,staging,3.9682,2.4121,0.8951,2.0929,5.752,13682.2,0.0004,0.304,-0.3183,0,1
2023-03-19,acct-007,GCP,prod,10.6124,8.5379,5.903,8.069,20.3597,117599.12,0.0002,-0.179,-0.1963,0,2
2023-03-19,acct-007,GCP,staging,8.9501,8.3356,4.068,7.7195,19.8773,17360.59,0.0011,-0.1734,0.1817,0,1
2023-03-19,acct-008,AWS,prod,29.5568,26.4272,3.5101,20.7447,63.0186,147850.06,0.0004,0.0851,-0.109,0,3
2023-03-19,acct-008,Azure,dev,4.171,3.0797,2.0921,2.8528,7.3437,18737.63,0.0003,-0.1376,0.2519,0,2
2023-03-19,acct-008,Azure,prod,50.7388,41.261,13.4745,33.952,98.3915,214554.02,0.0005,0.1153,0.0992,0,4
2023-03-19,acct-008,Azure,staging,3.4521,3.2734,0.6522,2.573,7.8059,16830.94,0.0005,0.2103,-0.3068,0,1
2023-03-19,acct-008,GCP,prod,27.3815,25.0741,11.0837,23.2871,59.7921,98142.71,0.0006,0.2112,0.3213,0,2
2023-03-19,acct-008,GCP,staging,8.1072,6.3402,4.8301,6.0073,15.1192,45366.37,0.0004,-0.0959,-0.0416,0,3
2023-03-19,acct-009,AWS,dev,4.1216,3.49,3.0202,3.3873,8.3223,9163.34,0.0009,0.283,-0.227,0,1
2023-03-19,acct-009,AWS,prod,86.2964,65.3309,37.7947,60.8309,155.7891,276065.04,0.0006,0.0255,0.0288,0,6
2023-03-19,acct-009,AWS,staging,5.6747,4.0051,1.0982,3.2809,9.5506,30520.32,0.0003,-0.0577,0.1727,0,2
2023-03-19,acct-009,Azure,prod,15.5285,10.681,3.9727,9.2636,25.4702,51228.17,0.0005,-0.2407,0.3041,0,1
2023-03-19,acct-009,GCP,prod,34.0444,27.224,10.012,23.2573,64.919,248986.53,0.0003,-0.0504,0.1802,0,5
2023-03-19,acct-010,AWS,dev,4.5723,3.8559,3.2385,3.7434,9.1948,6805.14,0.0014,0.0381,-0.0893,0,1
2023-03-19,acct-010,AWS,prod,16.3533,11.8803,2.7617,10.2878,28.3302,144879.4,0.0002,0.1752,0.0562,0,3
2023-03-19,acct-010,Azure,prod,8.6541,6.1506,4.5908,5.714,14.6669,94047.49,0.0002,0.2296,-0.2024,0,2
2023-03-19,acct-010,Azure,staging,13.1707,10.074,5.1169,8.9012,24.0228,41737.53,0.0006,0.1476,0.2679,0,3
2023-03-19,acct-010,GCP,dev,3.9499,3.0012,2.3501,2.8596,7.1567,8042.85,0.0009,0.3024,0.2248,0,1
2023-03-19,acct-010,GCP,prod,13.3719,9.6073,2.8801,8.5185,22.9097,103395.51,0.0003,0.049,0.1216,0,2
2023-03-19,acct-010,GCP,staging,17.8928,14.5254,11.0036,13.6309,34.6373,50498.52,0.0007,0.117,0.1129,0,3
2023-03-20,acct-001,AWS,prod,68.2885,49.992,20.9254,42.1497,129.1459,223459.95,0.0006,-0.0692,0.1436,0,4
2023-03-20,acct-001,AWS,staging,16.8568,15.4642,3.8735,9.7899,39.9491,27272.16,0.0015,-0.0617,0.3663,0,2
2023-03-20,acct-001,Azure,dev,4.6492,3.7744,2.2918,3.4114,9.7504,8409.83,0.0012,0.0279,-0.1645,0,1
2023-03-20,acct-001,Azure,staging,0.4269,0.2726,0.2528,0.268,0.7043,14108.87,0.0,-0.1363,-0.1371,0,1
2023-03-20,acct-001,GCP,dev,1.4352,1.1406,0.8311,1.0789,2.9465,7303.82,0.0004,0.3176,-0.2465,0,1
2023-03-20,acct-001,GCP,prod,61.5408,41.6264,14.6,34.5591,107.5346,265327.41,0.0004,-0.0827,-0.0892,0,5
2023-03-20,acct-001,GCP,staging,1.6139,1.1439,0.5417,1.0549,2.955,16807.3,0.0002,0.3315,0.1484,0,1
2023-03-20,acct-002,AWS,prod,58.5005,47.4567,25.5433,43.2024,122.5966,219141.58,0.0006,-0.0021,0.08,0,4
2023-03-20,acct-002,AWS,staging,10.3676,8.7189,7.2047,8.2235,22.5237,13755.87,0.0016,0.1838,-0.326,0,1
2023-03-20,acct-002,Azure,dev,4.032,3.2646,2.7743,3.1839,8.4336,16617.3,0.0006,0.0818,-0.082,0,2
2023-03-20,acct-002,Azure,prod,20.3793,15.9783,6.2723,13.9975,41.2774,107054.76,0.0004,0.2049,-0.0067,0,2
2023-03-20,acct-002,Azure,staging,10.5665,8.6515,3.8825,6.0501,22.3496,29660.66,0.0007,-0.0472,0.2329,0,2
2023-03-20,acct-002,GCP,prod,25.543,20.702,14.1004,19.5136,53.4801,184737.67,0.0003,0.0179,0.19,0,4
2023-03-20,acct-003,AWS,prod,74.6261,57.0194,19.8434,49.6685,147.3,310864.01,0.0005,0.0407,0.1861,0,6
2023-03-20,acct-003,AWS,staging,2.4185,1.5772,0.6233,1.389,4.0746,17051.71,0.0002,0.2785,-0.1576,0,1
2023-03-20,acct-003,Azure,dev,2.2514,1.7752,1.4283,1.5565,4.586,7254.58,0.0006,-0.1531,0.0737,0,1
2023-03-20,acct-003,Azure,prod,52.5526,41.3981,17.1996,38.1201,106.9452,86251.73,0.0012,0.044,0.2436,0,2
2023-03-20,acct-003,Azure,staging,10.3724,6.7958,4.4771,6.5087,17.5559,13085.28,0.0013,-0.0158,-0.0716,0,1
2023-03-20,acct-003,GCP,prod,37.5624,33.2891,10.6328,28.4202,85.997,161322.71,0.0006,0.2219,-0.0917,0,3
2023-03-20,acct-003,GCP,staging,4.5626,4.0852,3.3093,3.8992,10.5535,13308.35,0.0008,0.3425,0.0534,0,1
2023-03-20,acct-004,AWS,prod,34.7052,27.7289,1.0999,21.9934,71.6329,138871.58,0.0006,-0.1034,-0.0142,0,3
2023-03-20,acct-004,Azure,dev,1.6979,1.3702,0.7656,1.2348,3.5397,6930.5,0.0005,0.127,0.1024,0,1
2023-03-20,acct-004,Azure,prod,73.5265,55.6083,9.4417,48.3228,143.6548,313239.02,0.0004,0.0051,-0.0225,0,6
2023-03-20,acct-004,Azure,staging,3.5718,2.9361,0.64,2.2615,7.5849,31782.54,0.0003,-0.0091,0.1045,0,2
2023-03-20,acct-004,GCP,prod,24.1337,16.5619,3.5289,14.3438,42.785,91288.58,0.0005,-0.1834,-0.0246,0,2
2023-03-20,acct-004,GCP,staging,4.0992,2.7578,1.8164,2.5752,7.1244,17202.46,0.0004,-0.2097,-0.0647,0,1
2023-03-20,acct-005,AWS,prod,48.5289,33.1826,19.4596,29.6737,85.7219,208216.89,0.0004,-0.013,0.0591,0,4
2023-03-20,acct-005,AWS,staging,13.1079,8.3088,5.5315,7.4034,21.4645,16938.39,0.0013,0.2657,0.4117,0,1
2023-03-20,acct-005,Azure,prod,39.9402,27.1181,7.6407,22.3894,70.0553,158284.82,0.0004,0.098,0.0505,0,3
2023-03-20,acct-005,GCP,dev,4.0076,3.0008,2.3266,2.546,7.752,6954.55,0.0011,0.1071,-0.0601,0,1
2023-03-20,acct-005,GCP,prod,44.5459,36.7904,11.1554,32.1064,95.0417,208714.25,0.0005,-0.0507,0.0829,0,4
2023-03-20,acct-005,GCP,staging,8.8067,6.9549,4.754,6.4694,17.9667,29086.93,0.0006,0.1729,0.053,0,2
2023-03-20,acct-006,AWS,dev,5.083,4.3535,3.8049,4.2803,11.2464,8995.88,0.0013,0.0329,0.1997,0,1
2023-03-20,acct-006,AWS,prod,44.5302,38.0369,11.5281,31.3461,98.2617,207871.44,0.0005,0.0998,0.2875,0,4
2023-03-20,acct-006,AWS,staging,1.8175,1.7253,0.7024,1.4548,4.4571,15648.5,0.0003,0.0412,0.0001,0,1
2023-03-20,acct-006,Azure,dev,3.6619,2.8501,2.1553,2.7211,7.3629,9033.49,0.0008,-0.0795,0.0167,0,1
2023-03-20,acct-006,GCP,prod,97.6536,73.5196,19.8917,60.3275,189.9254,350071.75,0.0005,-0.0202,0.0623,0,7
2023-03-20,acct-006,GCP,staging,4.4345,3.9277,1.2286,3.2419,10.1466,12857.44,0.0008,-0.2351,-0.1035,0,1
2023-03-20,acct-007,AWS,dev,9.2455,8.4742,6.8619,8.0543,21.8917,17632.37,0.0012,0.1152,0.3849,0,2
2023-03-20,acct-007,AWS,prod,27.8272,21.7553,1.7816,18.5081,56.2012,111255.41,0.0006,0.0478,-0.1667,0,2
2023-03-20,acct-007,AWS,staging,12.1773,10.2747,3.3995,8.0346,26.5431,28147.56,0.0009,-0.032,0.0969,0,2
2023-03-20,acct-007,Azure,dev,7.4671,6.0993,4.476,5.7549,15.7567,23402.38,0.0007,0.0048,-0.092,0,3
2023-03-20,acct-007,Azure,prod,56.2519,45.8445,16.7779,39.828,118.4312,216998.6,0.0005,0.1939,-0.1223,0,4
2023-03-20,acct-007,Azure,staging,2.2932,1.903,0.307,1.5214,4.916,13131.1,0.0004,0.1974,-0.0978,0,1
2023-03-20,acct-007,GCP,staging,8.3912,5.4151,2.4803,4.9484,13.989,17278.62,0.0008,0.1046,0.4937,0,1
2023-03-20,acct-008,AWS,dev,0.8128,0.5406,0.4077,0.5149,1.3967,6857.07,0.0002,0.1938,-0.0502,0,1
2023-03-20,acct-008,AWS,prod,14.2825,12.9866,4.0006,10.9464,33.5489,89472.64,0.0004,0.0103,0.2271,0,2
2023-03-20,acct-008,Azure,prod,98.8126,72.0075,21.4769,61.853,186.0193,298287.15,0.0006,0.175,0.1405,0,6
2023-03-20,acct-008,Azure,staging,20.3726,17.8104,12.6028,16.8404,46.0101,50234.02,0.0009,0.1439,-0.0334,0,3
2023-03-20,acct-008,GCP,dev,6.7034,4.2009,3.7246,3.3022,10.8523,9229.16,0.0012,0.1773,0.2637,0,1
2023-03-20,acct-008,GCP,prod,31.3447,24.8578,19.5436,23.6285,64.2159,100803.18,0.0006,0.196,-0.1042,0,2
2023-03-20,acct-009,AWS,dev,6.1698,4.4044,3.7109,4.2704,11.378,7066.02,0.0016,-0.1874,0.0505,0,1
2023-03-20,acct-009,AWS,prod,18.9724,13.9946,7.482,12.5549,36.1528,142607.92,0.0003,0.1137,-0.0566,0,3
2023-03-20,acct-009,AWS,staging,12.8492,10.0228,7.612,9.5211,25.8923,15814.22,0.0016,0.1266,0.2386,0,1
2023-03-20,acct-009,Azure,dev,1.7398,1.5058,1.2751,1.4654,3.89,7700.85,0.0005,0.0946,0.1521,0,1
2023-03-20,acct-009,Azure,prod,36.0297,28.5668,9.097,25.4948,73.7977,100699.97,0.0008,0.1305,0.008,0,2
2023-03-20,acct-009,GCP,prod,38.282,25.9294,9.1752,21.8835,66.9842,155916.4,0.0004,-0.1046,0.0238,0,3
2023-03-20,acct-009,GCP,staging,25.3092,18.5382,13.8771,17.6009,47.8905,60347.58,0.0008,0.1023,-0.0523,0,4
2023-03-20,acct-010,AWS,prod,51.0069,37.7815,17.6057,33.7037,97.6023,257615.45,0.0004,0.0087,-0.2054,0,5
2023-03-20,acct-010,Azure,dev,11.6191,10.4577,7.4739,9.8989,27.0157,23427.9,0.0012,-0.0233,0.2137,0,3
2023-03-20,acct-010,Azure,prod,28.4459,24.0369,10.43,20.7346,62.0954,107811.96,0.0006,0.3052,-0.1132,0,2
2023-03-20,acct-010,GCP,dev,2.281,1.6393,1.1769,1.567,4.2348,7446.61,0.0006,-0.2457,-0.2835,0,1
2023-03-20,acct-010,GCP,prod,55.0015,39.0705,8.9275,33.8641,100.932,209278.07,0.0005,0.1866,-0.1241,0,4
2023-03-21,acct-001,AWS,dev,7.7303,7.0632,5.1457,6.6525,19.9054,6974.71,0.0029,0.0998,-0.0447,0,1
2023-03-21,acct-001,AWS,prod,45.977,34.5316,20.7553,30.8798,97.3162,158037.79,0.0006,0.0883,-0.0682,0,3
2023-03-21,acct-001,AWS,staging,12.6367,10.8056,7.1333,10.2077,30.4521,45579.01,0.0007,0.1653,-0.0788,0,3
2023-03-21,acct-001,Azure,prod,11.8478,7.8339,5.5095,7.5127,22.0772,105250.07,0.0003,0.0679,0.0666,0,2
2023-03-21,acct-001,Azure,staging,12.1759,8.8691,2.4019,6.7089,24.9948,30691.58,0.0008,0.1133,0.262,0,2
2023-03-21,acct-001,GCP,prod,48.8766,35.7783,13.1654,31.4374,100.8299,203667.54,0.0005,0.1937,0.3335,0,4
2023-03-21,acct-002,AWS,dev,3.8865,2.572,2.0423,2.4615,7.2482,8721.96,0.0008,-0.0393,0.2529,0,1
2023-03-21,acct-002,AWS,prod,47.9524,36.8474,20.163,33.1518,103.8424,144306.95,0.0007,-0.0092,0.1193,0,3
2023-03-21,acct-002,AWS,staging,7.3209,5.4831,3.8048,4.9379,15.4523,28879.17,0.0005,0.0089,-0.0157,0,2
2023-03-21,acct-002,Azure,dev,8.6147,7.3391,5.0522,6.6958,20.683,16820.1,0.0011,0.0986,0.3049,0,2
2023-03-21,acct-002,Azure,prod,27.0452,21.842,8.3374,18.8596,61.5549,98597.49,0.0006,0.1518,-0.0505,0,2
2023-03-21,acct-002,GCP,prod,37.8507,29.4016,10.6562,25.6197,82.8587,257601.75,0.0003,0.1746,0.0896,0,5
2023-03-21,acct-003,AWS,dev,6.4024,5.895,5.0951,5.7397,16.6132,23393.62,0.0007,0.1951,0.3317,0,3
2023-03-21,acct-003,AWS,prod,19.3876,14.198,7.4782,12.8235,40.0127,112433.45,0.0003,0.2298,-0.1027,0,2
2023-03-21,acct-003,AWS,staging,2.9679,2.8053,0.5027,2.3907,7.9058,16573.83,0.0005,-0.1034,-0.104,0,1
2023-03-21,acct-003,Azure,staging,16.1009,14.2795,6.2651,12.5198,40.2424,30213.47,0.0014,0.0851,-0.1121,0,2
2023-03-21,acct-003,GCP,dev,1.9539,1.5599,1.2964,1.5308,4.396,8614.66,0.0005,-0.1146,-0.1271,0,1
2023-03-21,acct-003,GCP,prod,60.5735,46.1688,21.2001,40.5646,130.1121,254893.29,0.0005,-0.0537,0.098,0,5
2023-03-21,acct-003,GCP,staging,5.9705,4.2201,2.7247,3.9247,11.893,16788.61,0.0007,0.2493,0.4021,0,1
2023-03-21,acct-004,AWS,dev,7.3697,5.6768,4.866,4.4155,15.9982,7088.21,0.0023,0.3071,0.2268,0,1
2023-03-21,acct-004,AWS,prod,16.3462,10.0236,2.7899,8.1824,28.2482,97918.74,0.0003,0.0125,-0.0783,0,2
2023-03-21,acct-004,AWS,staging,3.9754,3.3022,1.4547,2.9913,9.3063,17367.33,0.0005,-0.0441,-0.0598,0,1
2023-03-21,acct-004,Azure,dev,0.8145,0.5455,0.4445,0.5284,1.5375,7674.06,0.0002,0.077,0.1641,0,1
2023-03-21,acct-004,Azure,prod,45.5997,32.9139,4.6285,26.2371,92.7574,207804.26,0.0005,0.0527,0.1061,0,4
2023-03-21,acct-004,GCP,prod,27.915,18.1897,4.8983,15.4443,51.2619,156225.75,0.0003,0.0301,0.0736,0,3
2023-03-21,acct-004,GCP,staging,17.3994,13.5058,5.9115,10.573,38.0619,48923.84,0.0008,0.0639,-0.0094,0,3
2023-03-21,acct-005,AWS,prod,33.6615,23.6934,9.9069,20.8661,66.772,147001.7,0.0005,-0.0172,0.128,0,3
2023-03-21,acct-005,AWS,staging,17.3659,14.3866,5.884,12.6652,40.544,33067.03,0.0012,0.0738,0.0506,0,2
2023-03-21,acct-005,Azure,prod,7.5112,4.9841,2.8045,4.5643,14.0461,59551.11,0.0002,0.2053,0.1883,0,1
2023-03-21,acct-005,Azure,staging,17.8903,13.5166,8.0086,10.3039,38.0922,31139.49,0.0013,0.0048,-0.0619,0,2
2023-03-21,acct-005,GCP,dev,4.9549,4.3101,3.4978,4.0997,12.1466,7833.03,0.0016,0.0332,0.4864,0,1
2023-03-21,acct-005,GCP,prod,78.9368,60.9339,8.2455,49.7073,171.7227,239235.46,0.0007,0.0471,-0.0115,0,5
2023-03-21,acct-005,GCP,staging,8.2414,5.7233,4.2975,5.0615,16.1294,17252.58,0.0009,-0.1935,-0.1285,0,1
2023-03-21,acct-006,AWS,prod,22.293,14.4701,5.0583,12.2848,40.7793,103419.63,0.0004,0.1097,-0.2683,0,2
2023-03-21,acct-006,AWS,staging,16.5687,13.9,10.379,13.3134,39.1728,30472.94,0.0012,-0.0403,0.1473,0,2
2023-03-21,acct-006,Azure,dev,7.165,6.1057,5.3554,5.9878,17.207,9523.92,0.0018,-0.0941,-0.0913,0,1
2023-03-21,acct-006,Azure,prod,18.8759,13.8491,3.7541,11.8107,39.0293,162001.97,0.0002,0.0253,0.1286,0,3
2023-03-21,acct-006,Azure,staging,9.0837,8.0255,2.07,7.066,22.6174,13702.2,0.0017,0.3317,0.2959,0,1
2023-03-21,acct-006,GCP,prod,66.0793,55.8791,22.9679,49.3705,157.4773,304751.31,0.0005,0.0239,0.0111,0,6
2023-03-21,acct-007,AWS,dev,0.8,0.6982,0.4436,0.5067,1.9676,7780.29,0.0003,0.0457,0.1665,0,1
2023-03-21,acct-007,AWS,prod,29.5727,25.0275,2.8497,21.2383,70.532,143681.31,0.0005,0.0696,-0.0502,0,3
2023-03-21,acct-007,AWS,staging,12.0369,11.2395,6.6239,10.1592,31.6751,31393.6,0.001,-0.1459,0.1566,0,2
2023-03-21,acct-007,Azure,prod,34.1933,25.1453,13.201,21.8116,70.8638,102132.05,0.0007,0.0742,-0.1479,0,2
2023-03-21,acct-007,GCP,prod,57.6641,37.7695,13.7448,33.6847,106.4412,259787.82,0.0004,0.0332,0.0378,0,5
2023-03-21,acct-007,GCP,staging,15.2851,11.3001,5.4261,10.0057,31.8457,31287.19,0.001,0.2422,-0.2352,0,2
2023-03-21,acct-008,AWS,prod,30.2042,22.1002,8.3367,19.3497,62.2825,107785.15,0.0005,0.2308,0.266,0,2
2023-03-21,acct-008,AWS,staging,18.75,15.3413,6.5877,13.785,43.2345,31886.47,0.0014,-0.0257,-0.0345,0,2
2023-03-21,acct-008,Azure,prod,51.8596,37.9504,20.7431,33.947,106.9513,160176.43,0.0006,0.1505,0.2221,0,3
2023-03-21,acct-008,Azure,staging,10.1883,8.5225,2.9388,7.3392,24.0181,17619.16,0.0014,-0.0984,-0.0764,0,1
2023-03-21,acct-008,GCP,dev,3.9281,3.4938,2.5613,3.3209,9.8463,8981.65,0.0011,-0.016,0.0269,0,1
2023-03-21,acct-008,GCP,prod,64.6068,51.1609,19.1946,43.951,144.181,159018.48,0.0009,0.008,0.0167,0,3
2023-03-21,acct-008,GCP,staging,22.7753,15.1441,6.6691,12.8764,42.679,45670.8,0.001,0.1459,0.2592,0,3
2023-03-21,acct-009,AWS,prod,67.4979,55.8023,29.635,49.6961,157.2611,196250.78,0.0008,-0.0868,0.1213,0,4
2023-03-21,acct-009,AWS,staging,4.2265,3.6019,0.9649,3.169,10.1509,13918.32,0.0007,0.1504,-0.1687,0,1
2023-03-21,acct-009,Azure,dev,9.8603,7.1138,5.7707,6.7788,20.0483,23524.29,0.0009,-0.0829,0.0228,0,3
2023-03-21,acct-009,Azure,prod,6.6799,5.145,2.4575,4.4014,14.4995,46794.26,0.0003,0.1119,-0.162,0,1
2023-03-21,acct-009,Azure,staging,10.8008,8.4056,6.7476,7.9131,23.6886,29031.87,0.0008,0.1456,-0.2655,0,2
2023-03-21,acct-009,GCP,dev,3.4836,3.2696,1.8912,2.6184,9.2143,9175.96,0.001,-0.1272,-0.1145,0,1
2023-03-21,acct-009,GCP,prod,27.7574,24.9372,1.5424,21.1154,70.2775,159912.42,0.0005,0.1092,0.1106,0,3
2023-03-21,acct-010,AWS,dev,2.9898,2.747,2.3411,2.5383,7.7417,7828.64,0.001,0.2054,0.0732,0,1
2023-03-21,acct-010,AWS,prod,43.8251,31.7405,10.3842,27.2146,89.4504,198509.47,0.0004,0.0485,-0.039,0,4
2023-03-21,acct-010,AWS,staging,4.5035,3.9355,3.3451,3.8074,11.0911,14824.79,0.0007,0.2188,0.2393,0,1
2023-03-21,acct-010,Azure,dev,2.9023,2.5844,1.8281,2.4472,7.2832,9133.06,0.0008,0.0705,0.1202,0,1
2023-03-21,acct-010,Azure,prod,15.9562,12.3457,4.342,11.0122,34.7925,50180.84,0.0007,-0.0997,0.0104,0,1
2023-03-21,acct-010,GCP,dev,9.9273,6.9543,6.1628,6.7679,19.5986,14446.38,0.0014,0.2279,-0.003,0,2
2023-03-21,acct-010,GCP,prod,42.2777,36.5811,10.9053,30.2099,103.0918,249139.88,0.0004,0.0397,0.1216,0,5
2023-03-22,acct-001,AWS,dev,2.9067,2.1569,1.284,1.9789,6.6865,9011.86,0.0007,-0.2474,-0.1733,0,1
2023-03-22,acct-001,AWS,prod,28.5966,23.7272,5.4912,19.4735,73.5542,101785.78,0.0007,-0.1202,0.2152,0,2
2023-03-22,acct-001,AWS,staging,15.2651,11.5831,7.5421,10.8219,35.9074,29140.2,0.0012,-0.0506,-0.0411,0,2
2023-03-22,acct-001,Azure,dev,2.181,1.5978,1.124,1.5295,4.9533,7513.15,0.0007,-0.2282,-0.3001,0,1
2023-03-22,acct-001,Azure,prod,46.8573,39.0456,7.8202,31.8495,121.0413,219107.1,0.0006,0.1192,-0.0068,0,4
2023-03-22,acct-001,Azure,staging,1.0711,0.6781,0.3846,0.636,2.1021,16411.17,0.0001,0.281,-0.3356,0,1
2023-03-22,acct-001,GCP,prod,37.2022,27.9347,13.6673,25.0548,86.5975,147411.74,0.0006,0.0575,0.1461,0,3
2023-03-22,acct-001,GCP,staging,1.3902,0.977,0.5414,0.8632,3.0288,17878.29,0.0002,0.1697,0.0206,0,1
2023-03-22,acct-002,AWS,prod,40.9675,33.4174,7.4114,28.802,103.5939,144520.93,0.0007,0.2005,-0.0113,0,3
2023-03-22,acct-002,Azure,dev,4.2076,3.3379,2.5733,3.1152,10.3475,8861.7,0.0012,-0.1939,-0.3384,0,1
2023-03-22,acct-002,Azure,prod,51.2938,43.5905,16.4418,37.5627,135.1306,252881.75,0.0005,0.1464,0.0913,0,5
2023-03-22,acct-002,Azure,staging,5.2656,4.4322,3.5213,4.2137,13.7399,15307.68,0.0009,0.1592,0.1396,0,1
2023-03-22,acct-002,GCP,dev,4.4348,2.788,2.3846,2.1818,8.6428,9101.27,0.0009,0.0351,0.0102,0,1
2023-03-22,acct-002,GCP,prod,2.614,2.0905,0.3139,1.6549,6.4805,42883.94,0.0002,0.1596,-0.1408,0,1
2023-03-22,acct-002,GCP,staging,7.2195,5.8285,4.4866,5.5483,18.0682,43439.91,0.0004,-0.065,0.2823,0,3
